Month,Day,Time,Wind (mph),Visibility (miles),Weather,Sky Condition,Air Temperature,Dew Point,,,Relative Humidity,Wind Chill,Heat Index,Altimeter (inHg),Sea Level,,,,,,,,,,,,,,,,,,
11,4,8:47,Vrbl 3,10,Mostly Cloudy,BKN060,46,37,,,71%,NA,NA,30.37,NA,,,,,,,,,,,,,,,,,,
11,4,7:47,Calm,10,Mostly Cloudy,BKN060,45,37,,,76%,NA,NA,30.35,NA,,,,,,,,,,,,,,,,,,
11,4,6:47,Vrbl 3,10,Partly Cloudy,SCT030,43,37,,,81%,NA,NA,30.34,NA,,,,,,,,,,,,,,,,,,
11,3,20:47,NW 3,10,Clear,SKC,46,36,,,66%,NA,NA,30.28,NA,,,,,,,,,,,,,,,,,,
11,3,19:47,NW 8,10,Clear,SKC,48,37,,,66%,44,NA,30.26,NA,,,,,,,,,,,,,,,,,,
11,3,18:47,NW 8,10,Clear,SKC,50,36,,,58%,47,NA,30.25,NA,,,,,,,,,,,,,,,,,,
11,3,17:47,NW 7,10,Clear,SKC,55,36,,,47%,NA,NA,30.24,NA,,,,,,,,,,,,,,,,,,
11,3,16:47,NW 10,10,Clear,SKC,59,36,,,42%,NA,NA,30.23,NA,,,,,,,,,,,,,,,,,,
11,3,15:47,NW 5,10,Clear,SKC,61,34,,,36%,NA,NA,30.23,NA,,,,,,,,,,,,,,,,,,
11,3,14:47,NW 9,10,Clear,SKC,59,34,,,39%,NA,NA,30.23,NA,,,,,,,,,,,,,,,,,,
11,3,13:47,NW 7,10,Clear,SKC,59,34,,,39%,NA,NA,30.24,NA,,,,,,,,,,,,,,,,,,
11,3,12:47,NW 6,10,Clear,SKC,55,34,,,44%,NA,NA,30.25,NA,,,,,,,,,,,,,,,,,,
11,3,7:47,Calm,10,A Few Clouds,FEW025,39,36,,,87%,NA,NA,30.18,NA,,,,,,,,,,,,,,,,,,
11,3,6:47,Vrbl 5,10,A Few Clouds,FEW030,61,36,,,39%,NA,NA,30.16,NA,,,,,,,,,,,,,,,,,,
11,2,21:00,Vrbl 6,10,A Few Clouds,FEW030,52,43,,,72%,NA,NA,30.1,NA,,,,,,,,,,,,,,,,,,
11,2,18:47,W 8,10,A Few Clouds,FEW030,52,43,,,72%,NA,NA,30.09,NA,,,,,,,,,,,,,,,,,,
11,2,16:47,W 12,10,Partly Cloudy,SCT030,57,41,,,55%,NA,NA,30.08,NA,,,,,,,,,,,,,,,,,,
11,2,15:47,W 14,10,Partly Cloudy,SCT030,57,39,,,51%,NA,NA,30.08,NA,,,,,,,,,,,,,,,,,,
11,2,2:47 PM,wsw 10,,,,47.75,39.2,,,59%,,,30.07,,,,,,,,,,,,,,,,,,,
11,2,1:47 PM,wsw 10,,,,67.15,46.4,,,57.20%,,,30.09,,,,,,,,,,,,,,,,,,,
11,2,11:47 AM,w 11,,,,54.89,42.8,,,59%,,,30.12,,,,,,,,,,,,,,,,,,,
11,2,8:47 AM,se 4,,,,87.28,44.6,,,48.20%,,,30.12,,,,,,,,,,,,,,,,,,,
11,2,7:47 AM,-,,,,93.35,42.8,,,44.60%,,,30.1,,,,,,,,,,,,,,,,,,,
11,2,6:47 AM,s 4,,,,87.19,42.8,,,46.40%,,,30.09,,,,,,,,,,,,,,,,,,,
11,1,8:47 PM,sw 6,,,,81.48,42.8,,,48.20%,,,30,,,,,,,,,,,,,,,,,,,
11,1,5:47 PM,w 8,,,,62.48,42.8,,,55.40%,,,29.93,,,,,,,,,,,,,,,,,,,
11,1,4:47 PM, w 12,,,,54.62,41,,,57.20%,,,29.91,,,,,,,,,,,,,,,,,,,
11,1,2:47 PM,w 9,,,,67.15,46.4,,,57.20%,,,29.88,,,,,,,,,,,,,,,,,,,
11,1,12:47 PM,w 7,,,,87.48,48.2,,,51.80%,,,29.89,,,,,,,,,,,,,,,,,,,
11,1,12:03 PM,w 11,,,,93.6,51.8,,,53.60%,,,29.88,,,,,,,,,,,,,,,,,,,
11,1,11:47,NW 16,2,Light Rain,BKN010,54,52,,,94%,NA,NA,29.87,NA,,,,,,,,,,,,,,,,,,
11,1,11:27,NW 18 G 31,2,Rain,BKN010,54,48,,,82%,NA,NA,29.86,NA,,,,,,,,,,,,,,,,,,
11,1,10:47,S 6,10,Showers in Vicinity,BKN015,61,52,,,72%,NA,NA,29.82,NA,,,,,,,,,,,,,,,,,,
11,1,9:47,SE 7,10,Mostly Cloudy,BKN015,59,50,,,72%,NA,NA,29.84,NA,,,,,,,,,,,,,,,,,,
11,1,8:47,S 3,10,Mostly Cloudy,BKN015,55,50,,,82%,NA,NA,29.86,NA,,,,,,,,,,,,,,,,,,
10,31,16:47,NW 7,10,Mostly Cloudy,BKN180,63,54,,,73%,NA,NA,29.85,NA,,,,,,,,,,,,,,,,,,
10,31,15:47,N 7,10,Mostly Cloudy,BKN180,63,52,,,68%,NA,NA,29.86,NA,,,,,,,,,,,,,,,,,,
10,31,14:47,N 5,8,Mostly Cloudy with Haze,BKN180,61,52,,,72%,NA,NA,29.87,NA,,,,,,,,,,,,,,,,,,
10,31,12:47,N 5,7,Fog/Mist,FEW007 BKN180,57,52,,,82%,NA,NA,29.93,NA,,,,,,,,,,,,,,,,,,
10,31,10:47,Vrbl 3,7,Fog/Mist,FEW007 BKN180,57,52,,,82%,NA,NA,29.97,NA,,,,,,,,,,,,,,,,,,
10,31,9:47,Vrbl 3,7,Fog/Mist,FEW007 BKN180,55,52,,,88%,NA,NA,29.99,NA,,,,,,,,,,,,,,,,,,
10,31,8:47,SE 3,7,Fog/Mist,BKN055,52,50,,,94%,NA,NA,29.99,NA,,,,,,,,,,,,,,,,,,
10,31,7:47,Vrbl 5,7,Fog/Mist,BKN055,50,48,,,94%,48,NA,29.99,NA,,,,,,,,,,,,,,,,,,
10,30,20:47,Vrbl 3,10,Clear,SKC,54,48,,,82%,NA,NA,30.06,NA,,,,,,,,,,,,,,,,,,
10,30,19:47,NW 5,10,Clear,SKC,55,52,,,88%,NA,NA,30.06,NA,,,,,,,,,,,,,,,,,,
10,30,18:47,NW 13,10,Clear,SKC,57,52,,,82%,NA,NA,30.04,NA,,,,,,,,,,,,,,,,,,
10,30,17:47,NW 9,10,Clear,SKC,57,52,,,82%,NA,NA,30.04,NA,,,,,,,,,,,,,,,,,,
10,30,16:47,NW 14,10,Fog/Mist,SKC,63,54,,,73%,NA,NA,30.04,NA,,,,,,,,,,,,,,,,,,
10,30,15:47,NW 14,10,Fog/Mist,SKC,64,55,,,73%,NA,NA,30.05,NA,,,,,,,,,,,,,,,,,,
10,30,14:47,N 9,10,Clear,SKC,66,54,,,64%,NA,NA,30.06,NA,,,,,,,,,,,,,,,,,,
10,30,13:47,N 8,10,Fog/Mist,SKC,66,55,,,68%,NA,NA,30.08,NA,,,,,,,,,,,,,,,,,,
10,30,12:47,N 8,10,Fog/Mist,SKC,61,55,,,83%,NA,NA,30.12,NA,,,,,,,,,,,,,,,,,,
10,30,11:47,NE 7,8,Fog/Mist,SCT007,59,55,,,88%,NA,NA,30.15,NA,,,,,,,,,,,,,,,,,,
10,30,10:47,N 6,5,Fog/Mist,OVC007,57,54,,,88%,NA,NA,30.17,NA,,,,,,,,,,,,,,,,,,
10,30,8:47,Calm,5,Fog,OVC004,55,54,,,94%,NA,NA,30.18,NA,,,,,,,,,,,,,,,,,,
10,30,7:47,Calm,5,Fog,OVC004,55,54,,,94%,NA,NA,30.16,NA,,,,,,,,,,,,,,,,,,
10,30,6:47,Calm,5,Fog,OVC004,55,54,,,94%,NA,NA,30.17,NA,,,,,,,,,,,,,,,,,,
10,29,20:47,Calm,10,Clear,SKC,57,54,,,88%,NA,NA,30.19,NA,,,,,,,,,,,,,,,,,,
10,29,18:47,NW 7,10,A Few Clouds,FEW050,61,50,,,68%,NA,NA,30.18,NA,,,,,,,,,,,,,,,,,,
10,29,16:47,NW 14,10,Partly Cloudy,SCT050,68,45,,,43%,NA,NA,30.19,NA,,,,,,,,,,,,,,,,,,
10,29,15:47,NW 15,10,A Few Clouds,FEW050,68,48,,,49%,NA,NA,30.18,NA,,,,,,,,,,,,,,,,,,
10,29,14:47,N 7,10,A Few Clouds,FEW050,66,50,,,56%,NA,NA,30.19,NA,,,,,,,,,,,,,,,,,,
10,29,13:47,N 7,10,Clear,SKC,63,48,,,60%,NA,NA,30.21,NA,,,,,,,,,,,,,,,,,,
10,29,12:47,N 7,10,Clear,SKC,63,50,,,64%,NA,NA,30.24,NA,,,,,,,,,,,,,,,,,,
10,29,11:47,Vrbl 5,10,Clear,SKC,64,48,,,56%,NA,NA,30.27,NA,,,,,,,,,,,,,,,,,,
10,29,10:47,Vrbl 6,10,Clear,SKC,57,48,,,72%,NA,NA,30.27,NA,,,,,,,,,,,,,,,,,,
10,29,9:47,Vrbl 3,10,Clear,SKC,55,46,,,72%,NA,NA,30.27,NA,,,,,,,,,,,,,,,,,,
10,29,7:47,Vrbl 3,10,Clear,SKC,41,37,,,87%,NA,NA,30.25,NA,,,,,,,,,,,,,,,,,,
10,28,20:47,NW 3,10,Clear,SKC,52,45,,,77%,NA,NA,30.2,NA,,,,,,,,,,,,,,,,,,
10,28,19:47,W 3,10,A Few Clouds,FEW030,54,45,,,72%,NA,NA,30.2,NA,,,,,,,,,,,,,,,,,,
10,28,18:47,NW 9,10,A Few Clouds,FEW030,55,46,,,72%,NA,NA,30.18,NA,,,,,,,,,,,,,,,,,,
10,28,16:47,NW 2,10,Mostly Cloudy,SCT030 BKN180,64,45,,,49%,NA,NA,30.17,NA,,,,,,,,,,,,,,,,,,
10,28,15:47,NW 10,10,Mostly Cloudy,SCT030 BKN180,64,48,,,56%,NA,NA,30.16,NA,,,,,,,,,,,,,,,,,,
10,28,14:47,N 10,10,Mostly Cloudy,SCT030 BKN180,63,50,,,64%,NA,NA,30.15,NA,,,,,,,,,,,,,,,,,,
10,28,13:47,N 7,10,Mostly Cloudy,SCT030 BKN180,64,46,,,52%,NA,NA,30.16,NA,,,,,,,,,,,,,,,,,,
10,28,12:47,Calm,10,Mostly Cloudy,SCT030 BKN180,64,45,,,49%,NA,NA,30.17,NA,,,,,,,,,,,,,,,,,,
10,28,11:47,Vrbl 5,10,Mostly Cloudy,SCT030 BKN180,59,45,,,59%,NA,NA,30.19,NA,,,,,,,,,,,,,,,,,,
10,28,10:47,Vrbl 5,10,A Few Clouds,FEW020,59,45,,,59%,NA,NA,30.2,NA,,,,,,,,,,,,,,,,,,
10,28,8:47,Calm,10,Clear,SKC,50,41,,,71%,NA,NA,30.18,NA,,,,,,,,,,,,,,,,,,
10,28,7:47,Vrbl 5,10,Clear,SKC,43,37,,,81%,40,NA,30.16,NA,,,,,,,,,,,,,,,,,,
10,28,6:47,Vrbl 3,10,Clear,SKC,43,37,,,81%,NA,NA,30.16,NA,,,,,,,,,,,,,,,,,,
10,27,19:47,NW 7,10,Clear,SKC,54,46,,,77%,NA,NA,30.05,NA,,,,,,,,,,,,,,,,,,
10,27,17:47,NW 7,10,Clear,SKC,63,46,,,56%,NA,NA,30.02,NA,,,,,,,,,,,,,,,,,,
10,27,16:47,N 9,10,Clear,SKC,66,46,,,49%,NA,NA,30.02,NA,,,,,,,,,,,,,,,,,,
10,27,14:47,N 10,10,Clear,SKC,66,46,,,49%,NA,NA,30.03,NA,,,,,,,,,,,,,,,,,,
10,27,13:47,NE 5,10,Clear,SKC,66,43,,,43%,NA,NA,30.04,NA,,,,,,,,,,,,,,,,,,
10,27,12:47,Vrbl 3,10,Clear,SKC,68,32,,,26%,NA,NA,30.07,NA,,,,,,,,,,,,,,,,,,
10,27,11:47,Calm,10,Clear,SKC,64,34,,,32%,NA,NA,30.07,NA,,,,,,,,,,,,,,,,,,
10,27,10:47,Vrbl 5,10,Clear,SKC,57,45,,,63%,NA,NA,30.09,NA,,,,,,,,,,,,,,,,,,
10,27,9:47,Calm,10,Clear,SKC,54,41,,,63%,NA,NA,30.09,NA,,,,,,,,,,,,,,,,,,
10,27,6:47,Calm,10,Clear,SKC,41,37,,,87%,NA,NA,30.06,NA,,,,,,,,,,,,,,,,,,
10,26,21:00,Calm,10,Clear,SKC,52,43,,,72%,NA,NA,30.04,NA,,,,,,,,,,,,,,,,,,
10,26,18:47,NW 10,10,Clear,SKC,57,43,,,59%,NA,NA,30.03,NA,,,,,,,,,,,,,,,,,,
10,26,17:47,NW 9,10,Clear,SKC,63,45,,,52%,NA,NA,30.01,NA,,,,,,,,,,,,,,,,,,
10,26,16:47,NW 9,10,Clear,SKC,66,43,,,43%,NA,NA,30.02,NA,,,,,,,,,,,,,,,,,,
10,26,15:47,NW 12,10,Clear,SKC,66,39,,,37%,NA,NA,30.03,NA,,,,,,,,,,,,,,,,,,
10,26,14:47,NW 12,10,Clear,SKC,66,39,,,37%,NA,NA,30.05,NA,,,,,,,,,,,,,,,,,,
10,26,13:47,NW 14,10,Clear,SKC,66,43,,,43%,NA,NA,30.07,NA,,,,,,,,,,,,,,,,,,
10,26,11:47,NE 5,10,Clear,SKC,61,46,,,59%,NA,NA,30.1,NA,,,,,,,,,,,,,,,,,,
10,26,10:47,N 3,10,Clear,SKC,55,45,,,67%,NA,NA,30.13,NA,,,,,,,,,,,,,,,,,,
10,26,9:47,Calm,10,Partly Cloudy,SCT200,50,45,,,82%,NA,NA,30.13,NA,,,,,,,,,,,,,,,,,,
10,26,8:47,Vrbl 3,10,Partly Cloudy,SCT200,46,43,,,87%,NA,NA,30.12,NA,,,,,,,,,,,,,,,,,,
10,26,7:47,Calm,10,Partly Cloudy,SCT040,43,37,,,81%,NA,NA,30.12,NA,,,,,,,,,,,,,,,,,,
10,26,6:47,S 6,10,A Few Clouds,FEW035,41,37,,,87%,37,NA,30.11,NA,,,,,,,,,,,,,,,,,,
10,25,20:47,Calm,10,Clear,SKC,54,43,,,67%,NA,NA,30.09,NA,,,,,,,,,,,,,,,,,,
10,25,17:47,NW 14,10,Clear,SKC,63,45,,,52%,NA,NA,30.07,NA,,,,,,,,,,,,,,,,,,
10,25,15:47,N 13,10,Clear,SKC,66,52,,,60%,NA,NA,30.07,NA,,,,,,,,,,,,,,,,,,
10,25,14:47,N 13,10,Clear,SKC,64,54,,,68%,NA,NA,30.09,NA,,,,,,,,,,,,,,,,,,
10,25,13:47,N 12,10,Clear,SKC,64,54,,,68%,NA,NA,30.12,NA,,,,,,,,,,,,,,,,,,
10,25,12:47,NW 14,10,Clear,SKC,64,54,,,68%,NA,NA,30.15,NA,,,,,,,,,,,,,,,,,,
10,25,11:47,N 9,10,Clear,SKC,63,54,,,73%,NA,NA,30.17,NA,,,,,,,,,,,,,,,,,,
10,25,10:47,Calm,10,Clear,SKC,61,46,,,59%,NA,NA,30.17,NA,,,,,,,,,,,,,,,,,,
10,25,9:47,Calm,10,A Few Clouds,FEW005,57,46,,,67%,NA,NA,30.19,NA,,,,,,,,,,,,,,,,,,
10,25,8:17,Calm,10,A Few Clouds,FEW010,52,46,,,82%,NA,NA,30.19,NA,,,,,,,,,,,,,,,,,,
10,25,6:47,Calm,10,A Few Clouds,FEW100,46,43,,,87%,NA,NA,30.17,NA,,,,,,,,,,,,,,,,,,
10,24,16:47,N 9,10,Clear,SKC,68,48,,,49%,NA,NA,30.18,NA,,,,,,,,,,,,,,,,,,
10,24,15:47,N 7,10,Clear,SKC,70,43,,,38%,NA,NA,30.18,NA,,,,,,,,,,,,,,,,,,
10,24,14:47,NE 8,10,Clear,SKC,68,45,,,43%,NA,NA,30.19,NA,,,,,,,,,,,,,,,,,,
10,24,13:47,N 9,10,Clear,SKC,70,43,,,38%,NA,NA,30.2,NA,,,,,,,,,,,,,,,,,,
10,24,12:47,NE 3,10,Clear,SKC,68,37,,,33%,NA,NA,30.22,NA,,,,,,,,,,,,,,,,,,
10,24,11:47,Calm,10,Clear,SKC,64,37,,,37%,NA,NA,30.22,NA,,,,,,,,,,,,,,,,,,
10,24,9:47,Calm,10,Clear,SKC,61,39,,,45%,NA,NA,30.23,NA,,,,,,,,,,,,,,,,,,
10,24,8:47,Calm,10,Clear,SKC,54,37,,,54%,NA,NA,30.21,NA,,,,,,,,,,,,,,,,,,
10,24,7:47,Vrbl 5,10,Clear,SKC,45,36,,,71%,42,NA,30.19,NA,,,,,,,,,,,,,,,,,,
10,24,6:47,SW 3,10,Clear,SKC,45,36,,,71%,NA,NA,30.17,NA,,,,,,,,,,,,,,,,,,
10,23,20:47,W 7,10,Clear,SKC,55,39,,,55%,NA,NA,30.07,NA,,,,,,,,,,,,,,,,,,
10,23,19:47,W 8,10,Clear,SKC,57,39,,,51%,NA,NA,30.05,NA,,,,,,,,,,,,,,,,,,
10,23,18:47,W 9,10,Clear,SKC,61,39,,,45%,NA,NA,30.01,NA,,,,,,,,,,,,,,,,,,
10,23,17:47,W 14,10,Clear,SKC,63,39,,,42%,NA,NA,29.99,NA,,,,,,,,,,,,,,,,,,
10,23,16:47,W 18,10,Clear,SKC,66,39,,,37%,NA,NA,29.97,NA,,,,,,,,,,,,,,,,,,
10,23,15:47,NW 14 G 22,10,Clear,SKC,70,36,,,29%,NA,NA,29.97,NA,,,,,,,,,,,,,,,,,,
10,23,14:47,NW 16,10,Clear,SKC,70,32,,,25%,NA,NA,29.97,NA,,,,,,,,,,,,,,,,,,
10,23,13:47,NW 15 G 18,10,Clear,SKC,68,36,,,30%,NA,NA,29.98,NA,,,,,,,,,,,,,,,,,,
10,23,12:47,W 9 G 18,10,Clear,SKC,64,37,,,37%,NA,NA,30.01,NA,,,,,,,,,,,,,,,,,,
10,23,10:47,N 6,10,Clear,SKC,61,45,,,55%,NA,NA,30.03,NA,,,,,,,,,,,,,,,,,,
10,23,9:47,N 5,10,Clear,SKC,57,43,,,59%,NA,NA,30.02,NA,,,,,,,,,,,,,,,,,,
10,23,8:47,Calm,10,Clear,SKC,54,41,,,63%,NA,NA,30,NA,,,,,,,,,,,,,,,,,,
10,23,7:47,Vrbl 5,10,Clear,SKC,45,39,,,81%,42,NA,29.98,NA,,,,,,,,,,,,,,,,,,
10,23,6:47,SW 5,10,Clear,SKC,45,39,,,81%,42,NA,29.96,NA,,,,,,,,,,,,,,,,,,
10,22,20:47,W 12,10,A Few Clouds,FEW020,57,43,,,59%,NA,NA,29.81,NA,,,,,,,,,,,,,,,,,,
10,22,19:47,W 16,10,A Few Clouds,FEW020,57,43,,,59%,NA,NA,29.79,NA,,,,,,,,,,,,,,,,,,
10,22,18:47,W 13 G 22,10,A Few Clouds,FEW020,57,45,,,63%,NA,NA,29.78,NA,,,,,,,,,,,,,,,,,,
10,22,17:47,W 15 G 25,10,Partly Cloudy,FEW020 SCT120,63,43,,,49%,NA,NA,29.77,NA,,,,,,,,,,,,,,,,,,
10,22,16:47,W 16 G 25,10,Partly Cloudy,FEW020 SCT120,64,43,,,46%,NA,NA,29.76,NA,,,,,,,,,,,,,,,,,,
10,22,15:47,W 15 G 25,10,A Few Clouds,FEW020,64,43,,,46%,NA,NA,29.77,NA,,,,,,,,,,,,,,,,,,
10,22,13:47,NW 8,10,Partly Cloudy,SCT020,66,43,,,43%,NA,NA,29.78,NA,,,,,,,,,,,,,,,,,,
10,22,12:47,NW 16 G 25,10,Partly Cloudy,SCT020,68,45,,,43%,NA,NA,29.81,NA,,,,,,,,,,,,,,,,,,
10,22,11:47,NW 20 G 26,10,Partly Cloudy,SCT020,64,48,,,56%,NA,NA,29.82,NA,,,,,,,,,,,,,,,,,,
10,22,10:47,NW 23 G 32,10,Partly Cloudy and Breezy,SCT020,64,48,,,56%,NA,NA,29.82,NA,,,,,,,,,,,,,,,,,,
10,22,8:47,W 12,10,Partly Cloudy,SCT020,61,54,,,77%,NA,NA,29.82,NA,,,,,,,,,,,,,,,,,,
10,22,7:47,W 15,10,Mostly Cloudy,BKN010,61,55,,,83%,NA,NA,29.81,NA,,,,,,,,,,,,,,,,,,
10,22,6:47,Vrbl 6,10,Mostly Cloudy,BKN015,61,55,,,83%,NA,NA,29.81,NA,,,,,,,,,,,,,,,,,,
10,21,20:47,Vrbl 6,10,Clear,SKC,55,52,,,88%,NA,NA,29.85,NA,,,,,,,,,,,,,,,,,,
10,21,19:47,NW 5,10,Clear,SKC,57,52,,,82%,NA,NA,29.87,NA,,,,,,,,,,,,,,,,,,
10,21,18:47,N 8,10,A Few Clouds,FEW200,59,54,,,82%,NA,NA,29.84,NA,,,,,,,,,,,,,,,,,,
10,21,17:47,N 9,10,A Few Clouds with Haze,FEW200,63,54,,,73%,NA,NA,29.85,NA,,,,,,,,,,,,,,,,,,
10,21,16:47,N 8,10,A Few Clouds with Haze,FEW200,63,55,,,77%,NA,NA,29.85,NA,,,,,,,,,,,,,,,,,,
10,21,15:47,N 16,8,A Few Clouds with Haze,FEW200,64,55,,,73%,NA,NA,29.87,NA,,,,,,,,,,,,,,,,,,
10,21,14:47,N 10,7,Clear with Haze,SKC,64,54,,,68%,NA,NA,29.86,NA,,,,,,,,,,,,,,,,,,
10,21,13:47,N 10,7,Clear with Haze,SKC,64,54,,,68%,NA,NA,29.88,NA,,,,,,,,,,,,,,,,,,
10,21,12:47,N 10,6,Clear,SKC,63,55,,,77%,NA,NA,29.89,NA,,,,,,,,,,,,,,,,,,
10,21,11:47,N 10,6,A Few Clouds,FEW010,63,55,,,77%,NA,NA,29.92,NA,,,,,,,,,,,,,,,,,,
10,21,9:47,Vrbl 5,8,Partly Cloudy,SCT010,59,54,,,82%,NA,NA,29.93,NA,,,,,,,,,,,,,,,,,,
10,21,8:47,Vrbl 6,8,Overcast,OVC009,57,54,,,88%,NA,NA,29.93,NA,,,,,,,,,,,,,,,,,,
10,21,7:47,Vrbl 6,8,Overcast,OVC009,55,52,,,88%,NA,NA,29.91,NA,,,,,,,,,,,,,,,,,,
10,21,7:00,Calm,10,Overcast,OVC009,55,52,,,88%,NA,NA,29.92,NA,,,,,,,,,,,,,,,,,,
10,20,21:00,NW 5,10,A Few Clouds,FEW200,63,54,,,73%,NA,NA,29.9,NA,,,,,,,,,,,,,,,,,,
10,20,19:47,NW 9,10,A Few Clouds,FEW200,63,54,,,73%,NA,NA,29.88,NA,,,,,,,,,,,,,,,,,,
10,20,18:47,NW 9,10,A Few Clouds,FEW200,63,54,,,73%,NA,NA,29.87,NA,,,,,,,,,,,,,,,,,,
10,20,17:47,NW 12,10,A Few Clouds,FEW200,64,55,,,73%,NA,NA,29.87,NA,,,,,,,,,,,,,,,,,,
10,20,15:47,NW 12,10,A Few Clouds,FEW200,72,55,,,57%,NA,NA,29.87,NA,,,,,,,,,,,,,,,,,,
10,20,14:47,NW 9,10,A Few Clouds,FEW200,72,57,,,61%,NA,NA,29.89,NA,,,,,,,,,,,,,,,,,,
10,20,13:47,N 9,10,A Few Clouds,FEW200,70,57,,,64%,NA,NA,29.92,NA,,,,,,,,,,,,,,,,,,
10,20,12:47,N 9,10,A Few Clouds,FEW200,68,55,,,64%,NA,NA,29.96,NA,,,,,,,,,,,,,,,,,,
10,20,11:47,N 7,10,A Few Clouds,FEW200,66,57,,,73%,NA,NA,29.98,NA,,,,,,,,,,,,,,,,,,
10,20,10:47,Vrbl 7,10,A Few Clouds,FEW200,64,57,,,78%,NA,NA,29.99,NA,,,,,,,,,,,,,,,,,,
10,20,9:47,N 5,10,Partly Cloudy,SCT200,61,54,,,77%,NA,NA,30,NA,,,,,,,,,,,,,,,,,,
10,20,8:47,NA,10,Partly Cloudy,SCT200,55,50,,,82%,NA,NA,30,NA,,,,,,,,,,,,,,,,,,
10,20,7:47,Vrbl 5,10,Partly Cloudy,SCT200,52,48,,,88%,NA,NA,29.99,NA,,,,,,,,,,,,,,,,,,
10,20,6:47,Calm,10,Partly Cloudy,SCT100,52,48,,,88%,NA,NA,29.99,NA,,,,,,,,,,,,,,,,,,
10,19,21:00,Calm,10,Clear,SKC,66,54,,,64%,NA,NA,29.99,NA,,,,,,,,,,,,,,,,,,
10,19,19:47,NW 6,10,Clear,SKC,66,54,,,64%,NA,NA,29.99,NA,,,,,,,,,,,,,,,,,,
10,19,18:47,N 7,10,Clear,SKC,70,57,,,64%,NA,NA,29.98,NA,,,,,,,,,,,,,,,,,,
10,19,17:47,N 6,10,Partly Cloudy,SCT200,75,57,,,54%,NA,NA,29.97,NA,,,,,,,,,,,,,,,,,,
10,19,16:47,N 3,10,Partly Cloudy,SCT200,81,52,,,37%,NA,80,29.98,NA,,,,,,,,,,,,,,,,,,
10,19,15:47,NW 8,10,Partly Cloudy,SCT200,84,48,,,29%,NA,82,29.99,NA,,,,,,,,,,,,,,,,,,
10,19,13:47,N 5,10,Partly Cloudy,SCT180,79,54,,,42%,NA,79,30.04,NA,,,,,,,,,,,,,,,,,,
10,19,12:47,NE 3,10,Clear,SKC,73,57,,,57%,NA,NA,30.06,NA,,,,,,,,,,,,,,,,,,
10,19,10:47,Calm,10,Clear,SKC,68,57,,,69%,NA,NA,30.09,NA,,,,,,,,,,,,,,,,,,
10,19,9:47,Calm,10,Clear,SKC,66,55,,,68%,NA,NA,30.1,NA,,,,,,,,,,,,,,,,,,
10,19,7:47,Calm,10,A Few Clouds,FEW200,54,50,,,88%,NA,NA,30.07,NA,,,,,,,,,,,,,,,,,,
10,19,6:47,Vrbl 3,10,A Few Clouds,FEW200,54,48,,,82%,NA,NA,30.07,NA,,,,,,,,,,,,,,,,,,
10,18,13:47,Calm,10,Mostly Cloudy,FEW020 BKN200,75,55,,,50%,NA,NA,30.05,NA,,,,,,,,,,,,,,,,,,
10,18,12:47,Calm,10,Mostly Cloudy,FEW020 BKN200,70,55,,,60%,NA,NA,30.07,NA,,,,,,,,,,,,,,,,,,
10,18,11:47,Vrbl 3,10,Mostly Cloudy,FEW020 BKN200,66,55,,,68%,NA,NA,30.09,NA,,,,,,,,,,,,,,,,,,
10,18,10:47,Calm,10,Mostly Cloudy,FEW020 BKN200,66,57,,,73%,NA,NA,30.1,NA,,,,,,,,,,,,,,,,,,
10,18,8:47,Vrbl 5,10,Partly Cloudy,FEW020 SCT050,55,52,,,88%,NA,NA,30.1,NA,,,,,,,,,,,,,,,,,,
10,18,7:47,Calm,10,Partly Cloudy,SCT020,50,50,,,100%,NA,NA,30.08,NA,,,,,,,,,,,,,,,,,,
10,18,6:47,Calm,10,Mostly Cloudy,BKN050,52,48,,,88%,NA,NA,30.07,NA,,,,,,,,,,,,,,,,,,
10,17,20:47,Calm,10,A Few Clouds,FEW200,59,52,,,77%,NA,NA,30.02,NA,,,,,,,,,,,,,,,,,,
10,17,19:47,NW 3,10,A Few Clouds,FEW200,61,52,,,72%,NA,NA,30.02,NA,,,,,,,,,,,,,,,,,,
10,17,17:47,NW 13,10,A Few Clouds,FEW200,66,54,,,64%,NA,NA,29.99,NA,,,,,,,,,,,,,,,,,,
10,17,16:47,NW 13,10,A Few Clouds,FEW200,70,55,,,60%,NA,NA,30,NA,,,,,,,,,,,,,,,,,,
10,17,15:47,NW 9,10,A Few Clouds,FEW200,73,54,,,50%,NA,NA,30.01,NA,,,,,,,,,,,,,,,,,,
10,17,14:47,N 8,10,A Few Clouds,FEW030,70,55,,,60%,NA,NA,30.02,NA,,,,,,,,,,,,,,,,,,
10,17,13:47,N 9,10,A Few Clouds,FEW030,68,55,,,64%,NA,NA,30.05,NA,,,,,,,,,,,,,,,,,,
10,17,12:47,N 7,10,A Few Clouds,FEW030,68,54,,,60%,NA,NA,30.07,NA,,,,,,,,,,,,,,,,,,
10,17,11:47,NE 6,10,Clear,SKC,66,54,,,64%,NA,NA,30.09,NA,,,,,,,,,,,,,,,,,,
10,17,9:47,NE 5,10,Clear,SKC,61,54,,,77%,NA,NA,30.11,NA,,,,,,,,,,,,,,,,,,
10,17,8:47,Calm,10,Clear,SKC,55,52,,,88%,NA,NA,30.12,NA,,,,,,,,,,,,,,,,,,
